2024-05-08 13:53:06, DOGE, 0.0001, 10.95
2024-05-08 13:53:06, BTC, 0.0001, 10.95
2024-05-08 13:53:06, ETH, 0.0001, 10.95
2024-05-08 13:53:06, SOL, 0.0001, 10.95
2024-05-08 13:53:06, BNB, 0.0000, 0.00
2024-05-08 13:53:06, WIF, 0.0001, 5.48
2024-05-08 13:53:09, DOGE, 0.0001, 10.95
2024-05-08 13:53:09, SOL, 0.0001, 10.95
2024-05-08 13:53:09, ETH, 0.0001, 10.95
2024-05-08 13:53:09, BTC, 0.0001, 10.95
2024-05-08 13:53:09, BNB, 0.0000, 0.002024-05-08 16:37:09, DOGE, 0.0001, 10.95
2024-05-08 16:37:09, BTC, 0.0001, 10.05
2024-05-08 16:37:09, SOL, 0.0001, 10.95
2024-05-08 16:37:09, ETH, 0.0001, 10.95
2024-05-08 16:37:09, BNB, 0.0000, 0.00
2024-05-08 16:37:09, WIF, 0.0001, 5.48
2024-05-08 16:37:12, DOGE, 0.0001, 10.95
2024-05-08 16:37:12, BTC, 0.0001, 10.05
2024-05-08 16:37:12, SOL, 0.0001, 10.95
2024-05-08 16:37:12, ETH, 0.0001, 10.95
2024-05-08 16:37:12, BNB, 0.0000, 0.00
2024-05-08 16:37:12, WIF, 0.0001, 5.48
2024-05-08 16:37:15, DOGE, 0.0001, 10.95
2024-05-08 16:37:15, BTC, 0.0001, 10.05
2024-05-08 16:37:15, SOL, 0.0001, 10.95
2024-05-08 16:37:15, ETH, 0.0001, 10.95
2024-05-08 16:37:15, BNB, 0.0000, 0.00
2024-05-08 16:37:15, WIF, 0.0001, 5.48
2024-05-08 16:37:18, DOGE, 0.0001, 10.95
2024-05-08 16:37:18, SOL, 0.0001, 10.95
2024-05-08 16:37:18, BTC, 0.0001, 10.05
2024-05-08 16:37:18, ETH, 0.0001, 10.95
2024-05-08 16:37:18, WIF, 0.0001, 5.48
2024-05-08 16:37:18, BNB, 0.0000, 0.00
2024-05-08 16:37:24, BNB, 0.0000, 0.00
2024-05-08 16:37:24, ETH, 0.0001, 10.95
2024-05-08 16:37:24, DOGE, 0.0001, 10.95
2024-05-08 16:37:24, SOL, 0.0001, 10.95
2024-05-08 16:37:24, WIF, 0.0001, 5.48
2024-05-08 16:37:24, BTC, 0.0001, 10.05
2024-05-08 16:37:27, BTC, 0.0001, 10.05
2024-05-08 16:37:27, ETH, 0.0001, 10.95
2024-05-08 16:37:27, BNB, 0.0000, 0.00
2024-05-08 16:37:27, SOL, 0.0001, 10.95
2024-05-08 16:37:27, DOGE, 0.0001, 10.95
2024-05-08 16:37:27, WIF, 0.0001, 5.48
2024-05-08 16:37:30, BTC, 0.0001, 10.05
2024-05-08 16:37:30, ETH, 0.0001, 10.95
2024-05-08 16:37:30, BNB, 0.0000, 0.00
2024-05-08 16:37:30, SOL, 0.0001, 10.95
2024-05-08 16:37:30, DOGE, 0.0001, 10.95
2024-05-08 16:37:30, WIF, 0.0001, 5.48
